Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,Fraud,47228,47228,25,26.392263034673544,3.0912499933037907,71.39216600626241,0.0,2940.948110461901,2940.948110461901,25,28,29,30,33,43,48,50,56,71,71
,Aggregated,47228,47228,25,26.392263034673544,3.0912499933037907,71.39216600626241,0.0,2940.948110461901,2940.948110461901,25,28,29,30,33,43,48,50,56,71,71
